"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Trametes pubescens str. FBCC735","Polyporales","154538","ASM189594v1","GCA_001895945.1","-","-","-","","-","-"
"","Trametes versicolor FP-101664 SS1","Polyporales","717944","Trametes_versicolor_v1.0","GCA_000271585.1","-","-","-","","-","-"
"","Trematosphaeria pertusa str. CBS 122368","Pleosporales","390896","Trepe1","GCA_010094035.1","-","-","-","","-","-"
"","Tremella mesenterica DSM 1558","Tremellales","578456","Treme1","GCA_000271645.1","-","-","-","","","-"
"","Tremella mesenterica str. ATCC 28783","Tremellales","5217","Trem_mese_ATCC28783_V1","GCA_004117975.1","-","-","-","","-","-"
"","Trichodelitschia bisporula str. CBS 262.69","Dothideomycetes","703511","Tribi1","GCA_010356995.1","-","-","-","","-","-"
"","Trichoderma arundinaceum","Hypocreales","490622","Trichoderma_arundinaceum_IBT40837_contigs","GCA_003012105.1","-","-","-","","-","-"
"","Trichoderma asperellum CBS 433.97","Hypocreales","1042311","Trias_v._1.0","GCA_003025105.1","-","-","-","","","-"
"","Trichoderma asperellum str. IC-1","Hypocreales","101201","Tasp_IC-1_01","GCA_013423425.1","-","-","-","","-","-"
"","Trichoderma atroviride IMI 206040","Hypocreales","452589","TRIAT_v2.0","GCA_000171015.2","-","-","-","","","-"
"","Trichoderma citrinoviride str. TUCIM 6016","Hypocreales","58853","Trici_v4.0","GCA_003025115.1","-","-","-","","-","-"
"","Trichoderma gamsii str. T6085","Hypocreales","398673","TGAM01v2","GCA_001481775.2","-","-","-","","-","-"
"","Trichoderma guizhouense str. NJAU 4742","Hypocreales","1491466","ASM202278v1","GCA_002022785.1","-","-","-","","-","-"
"","Trichoderma harzianum CBS 226.95","Hypocreales","983964","Triha_v1.0","GCA_003025095.1","-","-","-","","-","-"
"","Trichoderma harzianum str. T6776","Hypocreales","5544","ASM98886v1","GCA_000988865.1","-","-","-","","-","-"
"","Trichoderma harzianum str. TR274","Hypocreales","5544","ASM283884v1","GCA_002838845.1","-","-","-","","-","-"
"","Trichoderma harzianum str. Tr1","Hypocreales","5544","Tr1","GCA_002894145.1","-","-","-","","-","-"
"","Trichoderma longibrachiatum ATCC 18648","Hypocreales","983965","Trilo3","GCA_003025155.1","-","-","-","","-","-"
"","Trichoderma parareesei","Hypocreales","858221","Tpara_v1.0","GCA_001050175.1","-","-","-","","-","-"
"","Trichoderma reesei","Hypocreales","431241","GCA_000167675.2","GCA_000167675.2","-","-","-","","","-"
"","Trichoderma reesei RUT C-30","Hypocreales","1344414","TrireRUTC30_1","GCA_000513815.1","-","-","-","","-","-"
"","Trichoderma virens","Hypocreales","413071","ASM17099v1","GCA_000170995.2","-","-","-","","","-"
"","Trichophyton benhamiae CBS 112371","Onygenales","663331","ASM15112v2","GCA_000151125.2","-","-","-","","-","-"
"","Trichophyton equinum CBS 127.97","Onygenales","559882","ASM15117v1","GCA_000151175.1","-","-","-","","","-"
"","Trichophyton interdigitale H6","Onygenales","1215336","Tric_rubr_H6_V2","GCA_000616785.1","-","-","-","","-","-"
"","Trichophyton interdigitale MR816","Onygenales","1215338","Tric_inte_MR816_V1","GCA_000622975.1","-","-","-","","-","-"
"","Trichophyton mentagrophytes str. TIMM 2789","Onygenales","523103","ABySS_70bp_45k_152cov_v1","GCA_003118255.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 100081","Onygenales","1215328","Tric_fish_CBS_100081_V1","GCA_000616805.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 118892","Onygenales","559305","ASM15142v1","GCA_000151425.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 202.88","Onygenales","1215334","Tric_raub_CBS_202_88_V2","GCA_000616985.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 288.86","Onygenales","1215330","Tric_fish_CBS_288_86_V1","GCA_000616825.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 289.86","Onygenales","1215329","Tric_kane_CBS_289_86_V1","GCA_000616845.1","-","-","-","","-","-"
"","Trichophyton rubrum CBS 735.88","Onygenales","1215332","Tric_megn_CBS_735_88_V1","GCA_000616965.1","-","-","-","","-","-"
"","Trichophyton rubrum D6","Onygenales","1215335","Tric_rubr_D6_V1","GCA_000622995.1","-","-","-","","-","-"
"","Trichophyton rubrum MR1448","Onygenales","1215339","Tric_rubr_M1448_V1","GCA_000616905.1","-","-","-","","-","-"
"","Trichophyton rubrum MR1459","Onygenales","1215341","Tric_rubr_MR1459_V1","GCA_000616945.1","-","-","-","","-","-"
"","Trichophyton rubrum MR850","Onygenales","1215337","Tric_rubr_MR-850_V1","GCA_000616765.1","-","-","-","","-","-"
"","Trichophyton rubrum str. CMCC(F)T1i","Onygenales","5551","CMCC_F_T1i","GCA_001651445.1","-","-","-","","-","-"
"","Trichophyton soudanense CBS 452.61","Onygenales","1215331","Tric_soud_CBS_452_61_V1","GCA_000616865.1","-","-","-","","-","-"
"","Trichophyton tonsurans CBS 112818","Onygenales","647933","ASM15145v1","GCA_000151455.1","-","-","-","","-","-"
"","Trichophyton verrucosum HKI 0517","Onygenales","663202","ASM15150v1","GCA_000151505.1","-","-","-","","-","-"
"","Trichophyton violaceum str. CMCC(F)T3l","Onygenales","34388","CMCC_F_T3l","GCA_001651435.1","-","-","-","","-","-"
"","Trichosporon asahii var. asahii CBS 2479","Fungi","1186058","Trichosporon_asahii_1","GCA_000293215.1","-","-","-","","-","-"
"","Trichosporon asahii var. asahii CBS 8904","Fungi","1220162","ASM29921v2","GCA_000299215.2","-","-","-","","-","-"
"","Tuber borchii str. Tbo3840","Pezizales","42251","Tubbor1","GCA_003070745.1","-","-","-","","","-"
"","Tuber magnatum","Pezizales","42249","ASM318201v1","GCA_003182015.1","-","-","-","","","-"
"","Tuber melanosporum","Pezizales","656061","ASM15164v1","GCA_000151645.1","-","-","-","","","-"
"","Tubulinosema ratisbonensis str. Franzen","Tubulinosematidae","291195","ASM400015v1","GCA_004000155.1","-","-","-","","-","-"
"","Tulasnella calospora MUT 4182","Cantharellales","1051891","Tulasnella_calospora_AL13_4D_v1.0","GCA_000827465.1","-","-","-","","","-"
"","Uncinocarpus reesii 1704 str. UAMH 1704","Onygenales","336963","ASM351v2","GCA_000003515.2","-","-","-","","","-"
"","Ustilaginoidea virens","Hypocreales","1159556","ASM96522v2","GCA_000965225.2","-","-","-","","-","-"
"","Ustilaginoidea virens str. UV-8b","Hypocreales","1159556","Assembly_for_version_1_of_the_Villosiclava_virens_genome","GCA_000687475.1","-","-","-","","","-"
"","Ustilago bromivora str. UB2112","Ustilaginales","307758","UBRO_v3","GCA_900080155.1","-","-","-","","-","-"
"","Ustilago hordei str. Uh4857-4","Ustilaginales","120017","ASM28603v1","GCA_000286035.1","-","-","-","","","-"
"","Ustilago maydis","Ustilaginales","237631","Umaydis521_2.0","GCA_000328475.2","-","-","-","","",""
"","Ustilago trichophora","Ustilaginales","86804","U_tricho_v1","GCA_900323505.1","-","-","-","","-","-"
"","Valsa mali str. 03-8","Sordariomycetidae","105487","ASM81815v1","GCA_000818155.1","-","-","-","","-","-"
"","Valsa mali var. pyri str. SXYL134","Sordariomycetidae","694573","ASM81338v1","GCA_000813385.1","-","-","-","","","-"
"","Valsa malicola","Sordariomycetidae","356882","ASM379531v1","GCA_003795315.1","-","-","-","","-","-"
"","Valsa sordida","Sordariomycetidae","252740","ASM379527v1","GCA_003795275.1","-","-","-","","-","-"
"","Vanderwaltozyma polyspora DSM 70294","Saccharomycetales","436907","ASM15003v1","GCA_000150035.1","-","-","-","","","-"
"","Vanrija humicola","Fungi","5417","ASM806527v1","GCA_008065275.1","-","-","-","","-","-"
"","Vavraia culicis subsp. floridensis","Pleistophoridae","948595","Vavr_culi_floridensis_V1","GCA_000192795.1","-","-","-","","","-"
"","Venturia effusa","Venturiales","50376","ASM773564v1","GCA_007735645.1","-","-","-","","-","-"
"","Venturia inaequalis","Venturiales","5025","ASM976944v1","GCA_009769445.1","-","-","-","","-","-"
"","Venturia inaequalis","Venturiales","5025","ASM976940v1","GCA_009769405.1","-","-","-","","-","-"
"","Venturia inaequalis","Venturiales","5025","ASM976942v1","GCA_009769425.1","-","-","-","","-","-"
"","Venturia inaequalis","Venturiales","5025","ASM335107v1","GCA_003351075.1","-","-","-","","-","-"
"","Venturia nashicola","Venturiales","86259","ASM452265v2","GCA_004522655.2","-","-","-","","-","-"
"","Venustampulla echinocandica str. BP 5553","Fungi","2656787","ASM335714v1","GCA_003357145.1","-","-","-","","-","-"
"","Verruconis gallopava str. CBS 43764","Venturiales","253628","O_gall_CBS43764","GCA_000836295.1","-","-","-","","-","-"
"","Verticillium alfalfae VaMs.102","Glomerellales","526221","ASM15082v1","GCA_000150825.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","27337","ASM289303v1","GCA_002893035.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","27337","VdGwydir1A3","GCA_003320035.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","27337","ASM289302v1","GCA_002893025.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","27337","ASM289299v1","GCA_002892995.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","27337","ASM289304v1","GCA_002893045.1","-","-","-","","-","-"
"","Verticillium dahliae","Glomerellales","498257","ASM15067v2","GCA_000150675.2","-","-","-","","","-"
"","Verticillium dahliae JR2","Glomerellales","1202531","VDAG_JR2v.4.0","GCA_000400815.2","","-","-","","","-"
"","Verticillium dahliae VDG1","Glomerellales","1027910","VDG1_1.0","GCA_011066465.1","-","-","-","","-","-"
"","Verticillium dahliae str. 12008","Glomerellales","27337","ASM289298v1","GCA_002892985.1","-","-","-","","-","-"
"","Verticillium dahliae str. Getta Getta","Glomerellales","27337","ASM410974v1","GCA_004109745.1","-","-","-","","-","-"
"","Verticillium longisporum","Glomerellales","100787","vl1.denovo.v1","GCA_001268145.1","-","-","-","","-","-"
"","Verticillium longisporum","Glomerellales","100787","vl2.denovo.v1","GCA_001268165.1","-","-","-","","","-"
"","Violaceomyces palustris str. SA 807","Fungi","1673888","Ustsp1","GCA_003144235.1","-","-","-","","-","-"
"","Viridothelium virens str. Tuck. ex Michener","Dothideomycetes","1048519","Tryvi1","GCA_010094025.1","-","-","-","","-","-"
"","Vittaforma corneae ATCC 50505","Nosematidae","993615","Vitt_corn_V1","GCA_000231115.1","-","-","-","","","-"
"","Wallemia hederae","Wallemiales","1540922","ASM491832v1","GCA_004918325.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491862v1","GCA_004918625.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491801v1","GCA_004918015.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491831v1","GCA_004918315.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491845v1","GCA_004918455.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491840v1","GCA_004918405.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491786v1","GCA_004917865.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491889v1","GCA_004918895.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491865v1","GCA_004918655.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491833v1","GCA_004918335.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491784v1","GCA_004917845.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491841v1","GCA_004918415.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491823v1","GCA_004918235.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491806v1","GCA_004918065.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491888v1","GCA_004918885.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491844v1","GCA_004918445.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491874v1","GCA_004918745.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491789v1","GCA_004917895.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491873v1","GCA_004918735.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491834v1","GCA_004918345.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491875v1","GCA_004918755.1","-","-","-","","-","-"
"","Wallemia ichthyophaga","Wallemiales","245174","ASM491830v1","GCA_004918305.1","-","-","-","","-","-"
"","Wallemia ichthyophaga EXF-994","Wallemiales","1299270","Wallemia_ichthyophaga_version_1.0","GCA_000400465.1","-","-","-","","","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491866v1","GCA_004918665.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491891v1","GCA_004918915.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491890v1","GCA_004918905.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491796v1","GCA_004917965.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491879v1","GCA_004918795.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491852v1","GCA_004918525.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491883v1","GCA_004918835.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491797v1","GCA_004917975.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491872v1","GCA_004918725.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491800v1","GCA_004918005.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491815v1","GCA_004918155.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491848v1","GCA_004918485.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491880v1","GCA_004918805.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491792v1","GCA_004917925.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491900v1","GCA_004919005.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491793v1","GCA_004917935.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491860v1","GCA_004918605.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491807v1","GCA_004918075.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491892v1","GCA_004918925.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491898v1","GCA_004918985.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491899v1","GCA_004918995.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491863v1","GCA_004918635.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491864v1","GCA_004918645.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491851v1","GCA_004918515.1","-","-","-","","-","-"
"","Wallemia mellicola","Wallemiales","1708541","ASM491802v1","GCA_004918025.1","-","-","-","","-","-"
"","Wallemia mellicola CBS 633.66","Wallemiales","671144","Wallemia_sebi_v1.0","GCA_000263375.1","-","-","-","","-","-"
"","Westerdykella ornata str. CBS 379.55","Pleosporales","318751","Wesor1","GCA_010094085.1","-","-","-","","-","-"
"","Wickerhamiella sorbophila str. DS02","Saccharomycetales","45607","ASM225199v2","GCA_002251995.2","-","-","-","","","-"
"","Wickerhamomyces anomalus NRRL Y-366-8","Saccharomycetales","683960","Wican1","GCA_001661255.1","-","-","-","","","-"
"","Wickerhamomyces ciferrii str. NRRL Y-1031","Saccharomycetales","1041607","ASM31348v1","GCA_000313485.1","-","-","-","","","-"
"","Wolfiporia cocos MD-104 SS10","Polyporales","742152","Wolco1","GCA_000344635.1","-","-","-","","","-"
"","Xylaria flabelliformis str. G536","Xylariales","2512241","ASM718279v1","GCA_007182795.1","-","-","-","","-","-"
"","Xylaria grammica str. IHI A82","Xylariales","363999","ASM401481v1","GCA_004014815.1","-","-","-","","-","-"
"","Xylaria hypoxylon str. DSM 108379","Xylariales","37992","ASM476879v1","GCA_004768795.1","-","-","-","","-","-"
"","Xylaria multiplex str. DSM 110363","Xylariales","323545","ASM1105790v1","GCA_011057905.1","-","-","-","","-","-"
"","Xylona heveae TC161","Fungi","1328760","Xylona_heveae_TC161_v1.0","GCA_001619985.1","-","-","-","","","-"
"","Yamadazyma tenuis ATCC 10573","Saccharomycetales","590646","Candida_tenuis_v1.0","GCA_000223465.1","-","-","-","","-","-"
"","Yarrowia lipolytica","Saccharomycetales","284591","GCA_000002525.1","GCA_000002525.1","-","-","-","","","-"
"","Yarrowia lipolytica str. CLIB89 (W29)","Saccharomycetales","4952","ASM176148v1","GCA_001761485.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. DSM 3286","Saccharomycetales","4952","ASM1449061v1","GCA_014490615.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. FKP355","Saccharomycetales","4952","Yarlip1","GCA_003698155.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. YB392","Saccharomycetales","4952","YarliYB392","GCA_003367865.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. YB419","Saccharomycetales","4952","YarliYB419","GCA_003367925.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. YB420","Saccharomycetales","4952","YarliYB420","GCA_003367965.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. YB566","Saccharomycetales","4952","YarliYB566","GCA_003367945.1","-","-","-","","-","-"
"","Yarrowia lipolytica str. YB567","Saccharomycetales","4952","YarliYB567","GCA_003367845.1","-","-","-","","-","-"
"","Zasmidium cellare ATCC 36951","Capnodiales","1080233","Zasce1","GCA_010093935.1","-","-","-","","-","-"
"","Zopfia rhizophila CBS 207.26","Dothideomycetes","1314779","Zoprh1","GCA_010093925.1","-","-","-","","-","-"
"","Zygosaccharomyces bailii","Saccharomycetales","4954","version_1","GCA_900162805.1","-","-","-","","-","-"
"","Zygosaccharomyces bailii ISA1307","Saccharomycetales","1355161","Z_bailii_ISA1307_version_3","GCA_000530735.1","-","-","-","","-","-"
"","Zygosaccharomyces mellis str. Ca-7","Saccharomycetales","42258","ZmellisCa-7_1.0","GCA_005406105.1","-","-","-","","-","-"
"","Zygosaccharomyces parabailii str. ATCC 60483","Saccharomycetales","1365886","ASM198439v2","GCA_001984395.2","-","-","-","","","-"
"","Zygosaccharomyces rouxii str. CBS 732","Saccharomycetales","4956","ASM2636v1","GCA_000026365.1","-","-","-","","","-"
"","Zygosaccharomyces rouxii str. NBRC110957","Saccharomycetales","4956","ZYGR_assembly01","GCA_001972345.1","-","-","-","","-","-"
"","Zygotorulaspora mrakii str. NRRL Y-6702","Saccharomycetales","42260","ASM1340291v1","GCA_013402915.1","-","-","-","","-","-"
"","Zymoseptoria brevis str. Zb18110","Capnodiales","1047168","ASM96659v1","GCA_000966595.1","-","-","-","","","-"
"","Zymoseptoria tritici","Capnodiales","336722","MG2","GCA_000219625.1","","-","-","","",""
"","Zymoseptoria tritici ST99CH_1A5","Capnodiales","1276529","ZT1A5_complete_assembly","GCA_900099495.1","-","-","-","","-","-"
"","Zymoseptoria tritici ST99CH_3D7","Capnodiales","1276538","Zt_ST99CH_3D7","GCA_900091695.1","-","-","-","","-","-"
"","[Candida] arabinofermentans NRRL YB-2248","Saccharomycetales","983967","Canar1","GCA_001661425.1","-","-","-","","-","-"
"","[Candida] auris","Saccharomycetales","498019","ASM827514v1","GCA_008275145.1","-","-","-","","-","-"
"","[Candida] auris","Saccharomycetales","498019","Cand_auris_B11243","GCA_003014415.1","-","-","-","","-","-"
"","[Candida] auris","Saccharomycetales","498019","ASM301371v2","GCA_003013715.2","-","-","-","","-","-"
"","[Candida] auris","Saccharomycetales","498019","Cand_auris_B11221_V1","GCA_002775015.1","-","-","-","","-","-"
"","[Candida] auris","Saccharomycetales","498019","ASM716870v1","GCA_007168705.1","-","-","-","","-","-"
"","[Candida] auris str. 6684","Saccharomycetales","498019","ASM118947v1","GCA_001189475.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM1011175v1","GCA_010111755.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146656v1","GCA_001466565.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM1421772v1","GCA_014217725.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146663v1","GCA_001466635.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146652v1","GCA_001466525.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146653v1","GCA_001466535.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM221919v1","GCA_002219195.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM221918v1","GCA_002219185.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146668v1","GCA_001466685.1","-","-","-","","-","-"
"","[Candida] glabrata","Saccharomycetales","5478","ASM146657v1","GCA_001466575.1","-","-","-","","-","-"
"","[Candida] haemuloni","Saccharomycetales","45357","GCA002926055v1","GCA_002926055.1","-","-","-","","","-"
"","[Candida] inconspicua","Saccharomycetales","52247","ASM493185v1","GCA_004931855.1","-","-","-","","-","-"
"","[Candida] intermedia","Saccharomycetales","45354","CBS_141442_assembly","GCA_900106115.1","-","-","-","","-","-"
"","[Candida] intermedia","Saccharomycetales","45354","PYCC_4715_assembly","GCA_900106125.1","-","-","-","","-","-"
"","[Candida] pseudohaemulonii","Saccharomycetales","418784","GCA003013735v1","GCA_003013735.1","-","-","-","","","-"
